feature,modality,feature_group,feature_type,aggregation,analysis_role,class_id,class_name,n_subjects_total,n_nonmissing,missing_subject_fraction,median,q25,q75,iqr,cn_reference_median,median_diff_vs_cn,robust_smd_vs_cn,cliffs_delta_vs_cn,abs_cliffs_delta_vs_cn,max_abs_cliffs_delta_non_cn
sleep__sleep_hr_5min__q10__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q10__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q10__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q25__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,3,3,4.375,1.375,3,0,0,0,0,0.2039215686
sleep__sleep_hr_5min__q25__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,4,3,4.875,1.875,3,1,0.8205005662,0.1777221527,0.1777221527,0.2039215686
sleep__sleep_hr_5min__q25__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,4,3.25,4.375,1.125,3,1,1.073844136,0.2039215686,0.2039215686,0.2039215686
sleep__sleep_hr_5min__q25__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,58,53,62,9,58,0,0,0,0,0.1960784314
sleep__sleep_hr_5min__q25__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,55,51.1875,60.125,8.9375,58,-3,-0.4512307104,-0.119649562,0.119649562,0.1960784314
sleep__sleep_hr_5min__q25__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,54,51,59,8,58,-4,-0.6337280609,-0.1960784314,0.1960784314,0.1960784314
sleep__sleep_hr_5min__q25__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q25__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q25__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q75__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,4,3,4.5,1.5,4,0,0,0,0,0.04705882353
sleep__sleep_hr_5min__q75__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,4,3,4.1875,1.1875,4,0,0,-0.02703379224,0.02703379224,0.04705882353
sleep__sleep_hr_5min__q75__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,4,3,4,1,4,0,0,0.04705882353,0.04705882353,0.04705882353
sleep__sleep_hr_5min__q75__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,62,57,67,10,62,0,0,0,0,0.1163398693
sleep__sleep_hr_5min__q75__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,62,55.5,66.25,10.75,62,0,0,-0.04755944931,0.04755944931,0.1163398693
sleep__sleep_hr_5min__q75__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,59,57.75,64.75,7,62,-3,-0.4688728309,-0.1163398693,0.1163398693,0.1163398693
sleep__sleep_hr_5min__q75__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q75__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q75__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q90__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,4,3.1,5,1.9,4,0,0,0,0,0.03660130719
sleep__sleep_hr_5min__q90__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,4,3,5,2,4,0,0,-0.01001251564,0.01001251564,0.03660130719
sleep__sleep_hr_5min__q90__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,4,3.8,4.95,1.15,4,0,0,0.03660130719,0.03660130719,0.03660130719
sleep__sleep_hr_5min__q90__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,64.3,59,69,10,64.3,0,0,0,0,0.08888888889
sleep__sleep_hr_5min__q90__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,64,57.65,68,10.35,64.3,-0.3,-0.03976807439,-0.04480600751,0.04480600751,0.08888888889
sleep__sleep_hr_5min__q90__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,62,60,67,7,64.3,-2.3,-0.3594691703,-0.08888888889,0.08888888889,0.08888888889
sleep__sleep_hr_5min__q90__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q90__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__q90__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__std__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,6.813801607,5.740350208,8.243795564,2.503445355,6.813801607,0,0,0,0,0.1712418301
sleep__sleep_hr_5min__std__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,6.560179023,5.578659912,8.023685006,2.445025094,6.813801607,-0.2536225841,-0.1382702107,-0.09236545682,0.09236545682,0.1712418301
sleep__sleep_hr_5min__std__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,8.030536898,5.651935202,9.699557272,4.04762207,6.813801607,1.216735291,0.4877354448,0.1712418301,0.1712418301,0.1712418301
sleep__sleep_hr_5min__std__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,15.68073052,13.55844245,19.4126652,5.854222753,15.68073052,0,0,0,0,0.1058823529
sleep__sleep_hr_5min__std__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,16.71194987,14.28406586,19.3613261,5.077260239,15.68073052,1.03121936,0.253874866,0.1048811014,0.1048811014,0.1058823529
sleep__sleep_hr_5min__std__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,16.91790767,15.51817514,18.12252234,2.604347193,15.68073052,1.237177157,0.3683648655,0.1058823529,0.1058823529,0.1058823529
sleep__sleep_hr_5min__std__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__std__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__std__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__valid_count__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,0,CN,85,85,0,22,17.75,28.75,11,22,0,0,0,0,0.3620915033
sleep__sleep_hr_5min__valid_count__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,1,MCI,47,47,0,24,19.625,30.125,10.5,22,2,0.2509089035,0.1071339174,0.1071339174,0.3620915033
sleep__sleep_hr_5min__valid_count__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,2,DEM,9,9,0,25.75,25,38,13,22,3.75,0.4201063212,0.3620915033,0.3620915033,0.3620915033
sleep__sleep_hr_5min__valid_count__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,0,CN,85,85,0,95,86,103,17,95,0,0,0,0,0.4588235294
sleep__sleep_hr_5min__valid_count__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,1,MCI,47,47,0,97,90,103.5,13.5,95,2,0.1757645399,0.08685857322,0.08685857322,0.4588235294
sleep__sleep_hr_5min__valid_count__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,2,DEM,9,9,0,122,91,123,32,95,27,1.421537591,0.4588235294,0.4588235294,0.4588235294
sleep__sleep_hr_5min__valid_count__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__valid_count__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__valid_count__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__valid_ratio__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,0,CN,85,0,1,,,,,,,,,,
sleep__sleep_hr_5min__valid_ratio__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,1,MCI,47,0,1,,,,,,,,,,
sleep__sleep_hr_5min__valid_ratio__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,2,DEM,9,0,1,,,,,,,,,,
sleep__sleep_hr_5min__valid_ratio__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,0,CN,85,0,1,,,,,,,,,,
sleep__sleep_hr_5min__valid_ratio__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,1,MCI,47,0,1,,,,,,,,,,
sleep__sleep_hr_5min__valid_ratio__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,2,DEM,9,0,1,,,,,,,,,,
sleep__sleep_hr_5min__valid_ratio__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,1,1,1,0,1,0,,0,0,0
sleep__sleep_hr_5min__valid_ratio__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,1,1,1,0,1,0,,0,0,0
sleep__sleep_hr_5min__valid_ratio__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,1,1,1,0,1,0,,0,0,0
sleep__sleep_hr_5min__zero_ratio__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,0,CN,85,85,0,0.08316281552,0.05336904406,0.1099447478,0.05657570378,0.08316281552,0,0,0,0,0.3045751634
sleep__sleep_hr_5min__zero_ratio__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,1,MCI,47,47,0,0.08367933568,0.05276266302,0.1122285838,0.05946592073,0.08316281552,0.0005165201532,0.01200551382,0.04580725907,0.04580725907,0.3045751634
sleep__sleep_hr_5min__zero_ratio__subject_day_iqr,sleep,sleep_hr_5min,parsed_intraday,subject_day_iqr,negative_control,2,DEM,9,9,0,0.1118904726,0.09039461851,0.1322506742,0.04185605573,0.08316281552,0.0287276571,0.7787613795,0.3045751634,0.3045751634,0.3045751634
sleep__sleep_hr_5min__zero_ratio__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,0,CN,85,85,0,0.07655677656,0.04791965567,0.1125217391,0.06460208346,0.07655677656,0,0,0,0,0.1712418301
sleep__sleep_hr_5min__zero_ratio__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,1,MCI,47,47,0,0.08333333333,0.05565352971,0.1228893024,0.06723577268,0.07655677656,0.006776556777,0.1386513986,0.1261576971,0.1261576971,0.1712418301
sleep__sleep_hr_5min__zero_ratio__subject_median,sleep,sleep_hr_5min,parsed_intraday,subject_median,negative_control,2,DEM,9,9,0,0.08846529814,0.075,0.1450381679,0.07003816794,0.07655677656,0.01190852159,0.2384356497,0.1712418301,0.1712418301,0.1712418301
sleep__sleep_hr_5min__zero_ratio__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__zero_ratio__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_5min__zero_ratio__subject_missing_fraction,sleep,sleep_hr_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_average__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,0,CN,85,85,0,3.21,2.76,3.88,1.12,3.21,0,0,0,0,0.06928104575
sleep__sleep_hr_average__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,1,MCI,47,47,0,3.38,2.685,4.12875,1.44375,3.21,0.17,0.1774923959,0.04255319149,0.04255319149,0.06928104575
sleep__sleep_hr_average__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,2,DEM,9,9,0,3.51,2.7275,3.77,1.0425,3.21,0.3,0.3740488853,0.06928104575,0.06928104575,0.06928104575
sleep__sleep_hr_average__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,0,CN,85,85,0,60.7,55.78,65.185,9.405,60.7,0,0,0,0,0.1581699346
sleep__sleep_hr_average__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,1,MCI,47,47,0,59.395,54.4475,64.9,10.4525,60.7,-1.305,-0.1770616389,-0.04680851064,0.04680851064,0.1581699346
sleep__sleep_hr_average__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,2,DEM,9,9,0,57.02,54.89,62.955,8.065,60.7,-3.68,-0.5666606454,-0.1581699346,0.1581699346,0.1581699346
sleep__sleep_hr_average__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_average__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_average__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_lowest__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,0,CN,85,85,0,3,2,3.5,1.5,3,0,0,0,0,0.1777777778
sleep__sleep_hr_lowest__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,1,MCI,47,47,0,3,3,4,1,3,0,0,0.1108886108,0.1108886108,0.1777777778
sleep__sleep_hr_lowest__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,2,DEM,9,9,0,3.5,3,3.5,0.5,3,0.5,0.6032911403,0.1777777778,0.1777777778,0.1777777778
sleep__sleep_hr_lowest__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,0,CN,85,85,0,55,50,59,9,55,0,0,0,0,0.2
sleep__sleep_hr_lowest__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,1,MCI,47,47,0,55,50,59.5,9.5,55,0,0,-0.02202753442,0.02202753442,0.2
sleep__sleep_hr_lowest__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,2,DEM,9,9,0,51,49,57,8,55,-4,-0.6337280609,-0.2,0.2,0.2
sleep__sleep_hr_lowest__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_lowest__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hr_lowest__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__awake_bout_count__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,3,2,3.75,1.75,3,0,0,0,0,0.4705882353
sleep__sleep_hypnogram_5min__awake_bout_count__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,3,2.75,4,1.25,3,0,0,0.1371714643,0.1371714643,0.4705882353
sleep__sleep_hypnogram_5min__awake_bout_count__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,4,3,4,1,3,1,0.9465210144,0.4705882353,0.4705882353,0.4705882353
sleep__sleep_hypnogram_5min__awake_bout_count__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,6,5,7,2,6,0,0,0,0,0.1803921569
sleep__sleep_hypnogram_5min__awake_bout_count__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,7,6,7.5,1.5,6,1,0.7631096383,0.1506883605,0.1506883605,0.1803921569
sleep__sleep_hypnogram_5min__awake_bout_count__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,7,5,10,5,6,1,0.3542647559,0.1803921569,0.1803921569,0.1803921569
sleep__sleep_hypnogram_5min__awake_bout_count__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__awake_bout_count__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__awake_bout_count__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__bout_count__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,9,7,10.25,3.25,9,0,0,0,0,0.4888888889
sleep__sleep_hypnogram_5min__bout_count__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,8.75,7.375,9.875,2.5,9,-0.25,-0.1163190395,-0.06182728411,0.06182728411,0.4888888889
sleep__sleep_hypnogram_5min__bout_count__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,10.5,9.5,11,1.5,9,1.5,0.7994683355,0.4888888889,0.4888888889,0.4888888889
sleep__sleep_hypnogram_5min__bout_count__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,29,27,32,5,29,0,0,0,0,0.05256570713
sleep__sleep_hypnogram_5min__bout_count__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,29,27.5,30.5,3,29,0,0,-0.05256570713,0.05256570713,0.05256570713
sleep__sleep_hypnogram_5min__bout_count__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,30,23,33,10,29,1,0.1706365025,0.01045751634,0.01045751634,0.05256570713
sleep__sleep_hypnogram_5min__bout_count__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__bout_count__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__bout_count__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__class_1_ratio__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,0.0892751763,0.08074926882,0.1090927129,0.02834344406,0.0892751763,0,0,0,0,0.1921568627
sleep__sleep_hypnogram_5min__class_1_ratio__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,0.08833774327,0.07412251262,0.1018770799,0.0277545673,0.0892751763,-0.0009374330351,-0.04508279223,-0.07434292866,0.07434292866,0.1921568627
sleep__sleep_hypnogram_5min__class_1_ratio__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,0.08148719557,0.06375091517,0.1081989499,0.04444803478,0.0892751763,-0.007787980728,-0.2818442721,-0.1921568627,0.1921568627,0.1921568627
sleep__sleep_hypnogram_5min__class_1_ratio__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,0.1867732558,0.147826087,0.2338961587,0.08607007176,0.1867732558,0,0,0,0,0.4692810458
sleep__sleep_hypnogram_5min__class_1_ratio__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,0.1666666667,0.107037277,0.2113423763,0.1043050993,0.1867732558,-0.02010658915,-0.2836526621,-0.1619524406,0.1619524406,0.4692810458
sleep__sleep_hypnogram_5min__class_1_ratio__subject_median,sleep,sleep_hypnogram_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,0.100591716,0.08021875183,0.1466666667,0.06644791484,0.1867732558,-0.08618153984,-1.512064526,-0.4692810458,0.4692810458,0.4692810458
sleep__sleep_hypnogram_5min__class_1_ratio__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__class_1_ratio__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__class_1_ratio__subject_missing_fraction,sleep,sleep_hypnogram_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_hypnogram_5min__class_2_ratio__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,0.09990998944,0.08222453281,0.1070396316,0.02481509884,0.09990998944,0,0,0,0,0.1714643304
sleep__sleep_hypnogram_5min__class_2_ratio__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,0.1010408218,0.08941010254,0.1176267285,0.02821662594,0.09990998944,0.001130832403,0.05741335176,0.1714643304,0.1714643304,0.1714643304
sleep__sleep_hypnogram_5min__class_2_ratio__subject_day_iqr,sleep,sleep_hypnogram_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,0.09481851986,0.08817217481,0.1162673392,0.02809516441,0.09990998944,-0.005091469579,-0.2591267514,0.1032679739,0.1032679739,0.1714643304
